1709017129,Sleep
1709017758,Awake
1709073922.6106446,Sleep
1709073933.5609877,Awake
1709121557.9797199,Sleep
1709165568.05896,Awake
1709204543.8273828,Sleep
1709240227.8514223,Awake
1709245489.8168125,Sleep
1709245507.7298803,Awake
1709245660.9956088,Sleep
1709245665.583783,Awake
1709288079.8222914,Sleep
1709319684.3640232,Awake
1709372648.5059004,Sleep
1709427230.8791082,Awake
1709471313.6266124,Sleep
1709495075.454046,Awake
1709554526.532206,Sleep
1709577188.1738286,Awake
1709634835.9656317,Sleep
1709668003.5780678,Awake
1709721972.366984,Sleep
1709740418.393572,Awake
1709808633.336057,Sleep
1709849429.949673,Awake
1709894381.5416045,Sleep
1709941878.4567635,Awake
1710141218.3275642,Sleep
1710141331.7914107,Awake
1710136800.0,Sleep
1710141430.1099467,Awake
1710141450.4407842,Sleep
1710141454.7734492,Awake
1710136800.0,Sleep
1710142200.0,Awake
1710153114.5753977,Sleep
1710189000.0,Awake
1710650270.3594198,Sleep
1710650276.7036633,Awake
1710797996.7513623,Sleep
1710798014.7973533,Awake
1711351800.0,Sleep
1711380600.0,Awake
1717608771.596127,Sleep
1717642357.7060874,Awake
1719522137.7848449,Sleep
1719526344.2595117,Awake
1719588091.1073222,Sleep
1719637651.925702,Awake
1719644968.430155,Sleep
1719701737.0326567,Awake
1719707623.5633883,Sleep
1719734450.0402935,Awake
1719773294.5270195,Sleep
1719815199.0974822,Awake
1719850741.3136542,Sleep
1719866361.576054,Awake
1719890389.6178863,Sleep
1719898466.1361852,Awake
1719995958.6867993,Sleep
1719996125.2932618,Awake
1719996136.7392576,Sleep
1720023212.2386906,Awake
1720023217.4063196,Sleep
1720062725.432357,Awake
1720117798.1271024,Sleep
1720292553.038851,Awake
1720380250.3439949,Sleep
1720431591.3043363,Awake
1720431597.067908,Sleep
1720483570.7709801,Awake
1720547605.191406,Sleep
1720562812.7353997,Awake
1720626965.346419,Sleep
1720653381.4158742,Awake
1720700519.438434,Sleep
1720745231.908585,Awake
1720808847.14318,Sleep
1720829532.5809834,Awake
1720872426.897901,Sleep
1720915558.6335013,Awake
1720969778.49145,Sleep
1721003985.290076,Awake
1721046659.6708941,Sleep
1721101440.429729,Awake
1721147258.2454722,Sleep
1721182604.8013146,Awake
1721234300.6028545,Sleep
1721270660.2286959,Awake
1721321300.3327966,Sleep
1721352439.6183748,Awake
1721409296.7454355,Sleep
1721446257.9095955,Awake
1721584634.5420058,Sleep
1721632290.145416,Awake
1721668005.6423092,Sleep
1721752477.1147182,Awake
1721752481.9581795,Sleep
1721806737.431256,Awake
1721845854.128741,Sleep
1721885090.5680254,Awake
1722202505.1050124,Sleep
1722238888.5766287,Awake
1722297363.6962883,Sleep
1722331964.3501155,Awake
1722383980.9478292,Sleep
1722413226.989696,Awake
1722470159.194641,Sleep
1722502594.150702,Awake
1722619476.3862872,Sleep
1722644883.718041,Awake
1722834677.5940278,Sleep
1722858036.5040016,Awake
1722989127.8474212,Sleep
1723080729.9971635,Awake
1723080735.8423011,Sleep
1723104300.4103696,Awake
1723164012.4860852,Sleep
1723193435.8193872,Awake
1723213629.9527087,Sleep
1723277615.8796647,Awake
1723277627.517687,Sleep
1723302884.382944,Awake
1723550168.6463573,Sleep
1723585657.2563984,Awake
1723624956.285629,Sleep
1723654295.397643,Awake
1723695583.4922032,Sleep
1723706260.1429706,Awake
1723741596.250591,Sleep
1723766628.968094,Awake
